"STATISTIC","Statistic Label","C02567V03112","Interest Rate","TLIST(M1)","Month","UNIT","VALUE"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200510","2005M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200511","2005M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200512","2005M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200601","2006M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200602","2006M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200603","2006M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200604","2006M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200605","2006M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200606","2006M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200607","2006M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200608","2006M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200609","2006M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200610","2006M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200611","2006M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200612","2006M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200701","2007M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200702","2007M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200703","2007M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200704","2007M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200705","2007M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200706","2007M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200707","2007M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200708","2007M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200709","2007M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200710","2007M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200711","2007M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200712","2007M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200801","2008M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200802","2008M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200803","2008M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197501","1975M01","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197502","1975M02","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197503","1975M03","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197504","1975M04","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197505","1975M05","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197506","1975M06","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197507","1975M07","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197508","1975M08","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197509","1975M09","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197510","1975M10","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197511","1975M11","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197512","1975M12","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197601","1976M01","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197602","1976M02","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197603","1976M03","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197604","1976M04","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197605","1976M05","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197606","1976M06","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197607","1976M07","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197608","1976M08","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197609","1976M09","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197610","1976M10","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197611","1976M11","%","13.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197612","1976M12","%","13.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197701","1977M01","%","13.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197702","1977M02","%","13.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197703","1977M03","%","13.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197704","1977M04","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197705","1977M05","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197706","1977M06","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197707","1977M07","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197708","1977M08","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197709","1977M09","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197710","1977M10","%","10.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197711","1977M11","%","10.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197712","1977M12","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197801","1978M01","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197802","1978M02","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197803","1978M03","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197804","1978M04","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197805","1978M05","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197806","1978M06","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197807","1978M07","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197808","1978M08","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197809","1978M09","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197810","1978M10","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197811","1978M11","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197812","1978M12","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197901","1979M01","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197902","1979M02","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197903","1979M03","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197904","1979M04","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197905","1979M05","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197906","1979M06","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197907","1979M07","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197908","1979M08","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197909","1979M09","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197910","1979M10","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197911","1979M11","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","197912","1979M12","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198001","1980M01","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198002","1980M02","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198003","1980M03","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198004","1980M04","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198005","1980M05","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198006","1980M06","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198007","1980M07","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198008","1980M08","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198009","1980M09","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198010","1980M10","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198011","1980M11","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198012","1980M12","%","14.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198101","1981M01","%","13.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198102","1981M02","%","13.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198103","1981M03","%","13.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198104","1981M04","%","13.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198105","1981M05","%","13.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198106","1981M06","%","13.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198107","1981M07","%","14.55"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198108","1981M08","%","14.55"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198109","1981M09","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198110","1981M10","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198111","1981M11","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198112","1981M12","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198201","1982M01","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198202","1982M02","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198203","1982M03","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198204","1982M04","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198205","1982M05","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198206","1982M06","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198207","1982M07","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198208","1982M08","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198209","1982M09","%","16.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198210","1982M10","%","14.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198211","1982M11","%","14.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198212","1982M12","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198301","1983M01","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198302","1983M02","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198303","1983M03","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198304","1983M04","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198305","1983M05","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198306","1983M06","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198307","1983M07","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198308","1983M08","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198309","1983M09","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198310","1983M10","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198311","1983M11","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198312","1983M12","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198401","1984M01","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198402","1984M02","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198403","1984M03","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198404","1984M04","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198405","1984M05","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198406","1984M06","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198407","1984M07","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198408","1984M08","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198409","1984M09","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198410","1984M10","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198411","1984M11","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198412","1984M12","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198501","1985M01","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198502","1985M02","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198503","1985M03","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198504","1985M04","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198505","1985M05","%","13"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198506","1985M06","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198507","1985M07","%","11.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198508","1985M08","%","10.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198509","1985M09","%","10.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198510","1985M10","%","10.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198511","1985M11","%","9.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198512","1985M12","%","9.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198601","1986M01","%","9.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198602","1986M02","%","9.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198603","1986M03","%","11.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198604","1986M04","%","11.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198605","1986M05","%","11.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198606","1986M06","%","11.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198607","1986M07","%","10.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198608","1986M08","%","10.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198609","1986M09","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198610","1986M10","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198611","1986M11","%","9.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198612","1986M12","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198701","1987M01","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198702","1987M02","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198703","1987M03","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198704","1987M04","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198705","1987M05","%","12.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198706","1987M06","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198707","1987M07","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198708","1987M08","%","10.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198709","1987M09","%","10.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198710","1987M10","%","9.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198711","1987M11","%","9.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198712","1987M12","%","9.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198801","1988M01","%","9.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198802","1988M02","%","9.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198803","1988M03","%","9.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198804","1988M04","%","9.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198805","1988M05","%","8.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198806","1988M06","%","8.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198807","1988M07","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198808","1988M08","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198809","1988M09","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198810","1988M10","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198811","1988M11","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198812","1988M12","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198901","1989M01","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198902","1989M02","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198903","1989M03","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198904","1989M04","%","8.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198905","1989M05","%","9.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198906","1989M06","%","9.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198907","1989M07","%","10.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198908","1989M08","%","10.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198909","1989M09","%","10.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198910","1989M10","%","10.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198911","1989M11","%","11.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","198912","1989M12","%","11.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199001","1990M01","%","11.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199002","1990M02","%","12.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199003","1990M03","%","12.37"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199004","1990M04","%","12.37"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199005","1990M05","%","12.37"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199006","1990M06","%","12.37"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199007","1990M07","%","12"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199008","1990M08","%","11.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199009","1990M09","%","11.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199010","1990M10","%","11.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199011","1990M11","%","11.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199012","1990M12","%","11.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199101","1991M01","%","11.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199102","1991M02","%","11.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199103","1991M03","%","11.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199104","1991M04","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199105","1991M05","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199106","1991M06","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199107","1991M07","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199108","1991M08","%","10.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199109","1991M09","%","10.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199110","1991M10","%","10.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199111","1991M11","%","10.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199112","1991M12","%","10.95"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199201","1992M01","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199202","1992M02","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199203","1992M03","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199204","1992M04","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199205","1992M05","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199206","1992M06","%","10.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199207","1992M07","%","10.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199208","1992M08","%","10.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199209","1992M09","%","11.45"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199210","1992M10","%","13.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199211","1992M11","%","13.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199212","1992M12","%","13.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199301","1993M01","%","13.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199302","1993M02","%","13.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199303","1993M03","%","11.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199304","1993M04","%","9.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199305","1993M05","%","8.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199306","1993M06","%","8.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199307","1993M07","%","7.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199308","1993M08","%","7.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199309","1993M09","%","7.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199310","1993M10","%","7.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199311","1993M11","%","7.99"
