"STATISTIC","Statistic Label","C02567V03112","Interest Rate","TLIST(M1)","Month","UNIT","VALUE"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198204","1982M04","%","19.16"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198205","1982M05","%","19.12"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198206","1982M06","%","19.1"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198207","1982M07","%","17.49"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198208","1982M08","%","16.6"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198209","1982M09","%","15.05"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198210","1982M10","%","13.16"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198211","1982M11","%","13.26"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198212","1982M12","%","15.25"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198301","1983M01","%","15.99"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198302","1983M02","%","14.24"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198303","1983M03","%","14.93"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198304","1983M04","%","14.56"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198305","1983M05","%","14.52"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198306","1983M06","%","13.45"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198307","1983M07","%","13.53"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198308","1983M08","%","13.42"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198309","1983M09","%","12.49"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198310","1983M10","%","12.3"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198311","1983M11","%","12.02"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198312","1983M12","%","12.01"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198401","1984M01","%","11.63"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198402","1984M02","%","12.28"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198403","1984M03","%","12.99"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198404","1984M04","%","12.85"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198405","1984M05","%","12.43"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198406","1984M06","%","12.39"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198407","1984M07","%","13.46"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198408","1984M08","%","13.23"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198409","1984M09","%","13.12"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198410","1984M10","%","13.24"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198411","1984M11","%","14.81"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198412","1984M12","%","15.1"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198501","1985M01","%","14.59"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198502","1985M02","%","14.56"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198503","1985M03","%","13.77"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198504","1985M04","%","12.78"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198505","1985M05","%","12.21"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198506","1985M06","%","11.29"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198507","1985M07","%","10.4"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198508","1985M08","%","10.43"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198509","1985M09","%","9.86"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198510","1985M10","%","9.87"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198511","1985M11","%","10.41"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198512","1985M12","%","11.15"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198601","1986M01","%","14.33"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198602","1986M02","%","15.02"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198603","1986M03","%","12.09"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198604","1986M04","%","9.68"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198605","1986M05","%","8.76"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198606","1986M06","%","9.16"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198607","1986M07","%","9.98"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198608","1986M08","%","10.65"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198609","1986M09","%","10.6"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198610","1986M10","%","13.8"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198611","1986M11","%","14.23"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198612","1986M12","%","13.61"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198701","1987M01","%","13.78"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198702","1987M02","%","13.67"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198703","1987M03","%","13.51"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198704","1987M04","%","11.29"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198705","1987M05","%","10.87"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198706","1987M06","%","10.47"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198707","1987M07","%","9.57"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198708","1987M08","%","9.69"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198709","1987M09","%","8.93"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198710","1987M10","%","8.8"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198711","1987M11","%","9.11"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198712","1987M12","%","8.7"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198801","1988M01","%","8.34"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198802","1988M02","%","8.76"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198803","1988M03","%","8.33"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198804","1988M04","%","7.83"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198805","1988M05","%","7.18"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198806","1988M06","%","7.24"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198807","1988M07","%","7.61"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198808","1988M08","%","7.6"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198809","1988M09","%","7.46"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198810","1988M10","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198811","1988M11","%","7.82"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198812","1988M12","%","8.17"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198901","1989M01","%","8.07"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198902","1989M02","%","8.23"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198903","1989M03","%","8.12"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198904","1989M04","%","9.08"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198905","1989M05","%","9.43"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198906","1989M06","%","9.13"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198907","1989M07","%","9.74"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198908","1989M08","%","10.19"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198909","1989M09","%","10.35"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198910","1989M10","%","11.34"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198911","1989M11","%","11.46"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","198912","1989M12","%","11.25"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199001","1990M01","%","11.19"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199002","1990M02","%","11.8"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199003","1990M03","%","12.74"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199004","1990M04","%","11.53"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199005","1990M05","%","10.96"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199006","1990M06","%","10.22"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199007","1990M07","%","10.35"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199008","1990M08","%","11.04"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199009","1990M09","%","10.73"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199010","1990M10","%","10.02"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199011","1990M11","%","10.47"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199012","1990M12","%","10.87"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199101","1991M01","%","11.01"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199102","1991M02","%","10.73"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199103","1991M03","%","10.11"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199104","1991M04","%","9.79"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199105","1991M05","%","10.05"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199106","1991M06","%","10.01"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199107","1991M07","%","9.82"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199108","1991M08","%","9.82"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199109","1991M09","%","9.89"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199110","1991M10","%","9.95"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199111","1991M11","%","10.2"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199112","1991M12","%","10.1"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199201","1992M01","%","10.29"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199202","1992M02","%","10.23"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199203","1992M03","%","10.54"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199204","1992M04","%","10.35"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199205","1992M05","%","9.8"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199206","1992M06","%","10.03"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199207","1992M07","%","10.26"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199208","1992M08","%","10.67"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199209","1992M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199210","1992M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199211","1992M11","%","13.52"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199212","1992M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199301","1993M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199302","1993M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199303","1993M03","%","10.16"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199304","1993M04","%","8.02"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199305","1993M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199306","1993M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199307","1993M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199308","1993M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199309","1993M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199310","1993M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199311","1993M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199312","1993M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199401","1994M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199402","1994M02","%","5.7"
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199403","1994M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199404","1994M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199405","1994M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199406","1994M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199407","1994M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199408","1994M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199409","1994M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199410","1994M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199411","1994M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199412","1994M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199501","1995M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199502","1995M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199503","1995M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199504","1995M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199505","1995M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199506","1995M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199507","1995M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199508","1995M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199509","1995M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199510","1995M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199511","1995M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199512","1995M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199601","1996M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199602","1996M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199603","1996M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199604","1996M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199605","1996M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199606","1996M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199607","1996M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199608","1996M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199609","1996M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199610","1996M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199611","1996M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199612","1996M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199701","1997M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199702","1997M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199703","1997M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199704","1997M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199705","1997M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199706","1997M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199707","1997M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199708","1997M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199709","1997M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199710","1997M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199711","1997M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199712","1997M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199801","1998M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199802","1998M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199803","1998M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199804","1998M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199805","1998M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199806","1998M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199807","1998M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199808","1998M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199809","1998M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199810","1998M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199811","1998M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199812","1998M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199901","1999M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199902","1999M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199903","1999M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199904","1999M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199905","1999M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199906","1999M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199907","1999M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199908","1999M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199909","1999M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199910","1999M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199911","1999M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","199912","1999M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200001","2000M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200002","2000M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200003","2000M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200004","2000M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200005","2000M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200006","2000M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200007","2000M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200008","2000M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200009","2000M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200010","2000M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200011","2000M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200012","2000M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200101","2001M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200102","2001M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200103","2001M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200104","2001M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200105","2001M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200106","2001M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200107","2001M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200108","2001M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200109","2001M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200110","2001M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200111","2001M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200112","2001M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200201","2002M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200202","2002M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200203","2002M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200204","2002M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200205","2002M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200206","2002M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200207","2002M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200208","2002M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200209","2002M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200210","2002M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200211","2002M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200212","2002M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200301","2003M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200302","2003M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200303","2003M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200304","2003M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200305","2003M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200306","2003M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200307","2003M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200308","2003M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200309","2003M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200310","2003M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200311","2003M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200312","2003M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200401","2004M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200402","2004M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200403","2004M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200404","2004M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200405","2004M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200406","2004M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200407","2004M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200408","2004M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200409","2004M09","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200410","2004M10","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200411","2004M11","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200412","2004M12","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200501","2005M01","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200502","2005M02","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200503","2005M03","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200504","2005M04","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200505","2005M05","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200506","2005M06","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200507","2005M07","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200508","2005M08","%",""
"FIM09","Financial Interest Rates (Historical Series)","03","Exchequer bills average yield","200509","2005M09","%",""
